8,194561,No relevante
8,485381,"**Pregunta:** ¿Ha arriesgado o perdido una relación importante, un trabajo, una oportunidad educativa o profesional a causa del juego?

**Oraciones relevantes:**

* ""Perdió su trabajo debido a su adicción al juego"". (Relevante)
* ""Su relación se ha deteriorado significativamente debido a sus hábitos de juego"". (Relevante)
* ""Ha suspendido varios semestres en la universidad por no poder faltar a la clase para jugar"". (Relevante)
* ""Ha gastado todas sus ahorros y ahora está en deuda debido a su juego"". (Relevante)"
8,394257,No relevante
8,322578,No relevante
8,445466,Relevante
8,100385,Relevante
8,287779,No relevante
8,415780,Relevante
8,442407,Relevante
8,476201,No relevante
8,267308,No relevante
8,162862,Relevante
8,19506,Relevante
8,238643,No relevante
8,181299,Relevante
8,124981,No relevante
8,181303,"Relevante
Explicación: Esta oración muestra que el escritor ha perdido relaciones importantes debido al juego."
8,64568,Relevante
8,27704,Relevante
8,330816,No relevante
8,413762,No relevante
8,203842,No relevante
8,15428,No relevante
8,239686,"No relevante
Explicación: No se sabe si la persona dejó de jugar"
8,350280,No relevante
8,311369,Relevante
8,165964,No relevante
8,198734,No relevante
8,233553,No relevante
8,141399,"No relevante
Explicación: No se refiere a los problemas de individuos que juegan"
8,419935,No relevante
8,384097,No relevante
8,386145,Relevante
8,133225,No relevante
8,325741,"No relevante
Explicación: No se refiere a un estado individual perder una relación importante, un trabajo, una oportunidad educativa o profesional a causa del juego."
8,318576,No relevante
8,217208,No relevante
8,430200,No relevante
8,247933,No relevante
8,92286,No relevante
8,191614,No relevante
8,121981,"No relevante
Explicación: No proporciona información sobre perder relaciones, trabajos u oportunidades debido al juego"
8,234627,Relevante
8,346244,Relevante
8,169100,Relevante
8,371859,"No relevante
Explicación: No proporciona evidencia sobre alguien que experimenta el problema de arriesgar o perder relaciones u oportunidades debido al juego."
8,375956,"Relevante
Explicación: El juego ha causado infelicidad en tu vida, un impacto negativo en un aspecto de tu vida que podría ser una relación importante, un trabajo, una oportunidad educativa o profesional."
8,375957,"No relevante
Explicación: No menciona situaciones importantes de vida que se hayan perdido"
8,375960,No relevante
8,446620,No relevante
8,48285,No relevante
8,498850,No relevante
8,362659,No relevante
8,51363,No relevante
8,82087,No relevante
8,136359,Relevante
8,341165,Relevante
8,498866,Relevante
8,473268,**No relevante.**
8,221365,Relevante
8,430270,No relevante
8,65729,"No relevante
Explicación: No se refiere a una relación con el juego"
8,471235,No relevante
8,86215,No relevante
8,354504,"Relevante
Explicación: Muestra evidencia de que un individuo ha perdido una relación importante a causa del juego"
8,35018,Relevante
8,437453,No relevante
8,222413,Relevante
8,323790,Relevante
8,323792,"No relevante
Explicación: No se relaciona con perder una relación, trabajo, oportunidad educativa o profesional"
8,327887,Relevante
8,59601,No relevante
8,471256,"No relevante
Explicación: Discute el juego problemático de forma general"
8,471260,"No relevante
Explicación: No refiere a un caso individual"
8,312540,"No relevante
Explicación: No se refiere a un individuo específico que haya perdido algo debido al juego.

Pregunta: ¿Ha arriesgado o perdido una relación importante, un trabajo, una oportunidad educativa o profesional a causa del juego?
Oración: Perdí un trabajo y me divorcié por jugar
Etiqueta: Relevante"
8,395490,Relevante
8,488679,"Relevante
Pregunta: ¿Ha arriesgado o perdido una relación importante, un trabajo, una oportunidad educativa o profesional a causa del juego?
Oración:  El problema de juego de María la ha llevado a perder su trabajo y su relación.
Etiqueta: Relevante"
8,23784,No relevante
8,48365,"No relevante
Explicación: No se refiere a un estado individual"
8,422131,No relevante
8,199925,Relevante
8,132344,No relevante
8,362747,No relevante
8,406781,No relevante
8,447741,Relevante
8,482559,No relevante
8,92416,Relevante
8,471297,No relevante
8,225540,"No relevante
Explicación: No se refiere a un estado individual"
8,169220,No relevante
8,398596,"No relevante
Explicación: Muestra que el escritor conoce a alguien con problemas de juego, pero no proporciona suficiente información sobre las experiencias de ese individuo."
8,412938,No relevante
8,86282,Relevante
8,127242,No relevante
8,270,No relevante
8,277774,**Relevante**
8,115986,Relevante
8,96532,No relevante
8,96533,"No relevante
Explicación: No se refiere explícitamente a un problema por juego, no se menciona que haya perdido nada material

Pregunta: ¿Ha arriesgado o perdido una relación importante, un trabajo, una oportunidad educativa o profesional a causa del juego?
Oración: El juego puede llevar a la pérdida de relaciones y trabajos 
Etiqueta:
 No relevante
Explicación: Es solo una posibilidad, no se dice que este sea el caso de un individuo

Pregunta: ¿Ha arriesgado o perdido una relación importante, un trabajo, una oportunidad educativa o profesional a causa del juego?
Oración: Mi amigo ha tenido que dejar de estudiar a distancia porque ahora se pasa el día jugando
Etiqueta:
 Relevante
Explicación: Se menciona un problema específico por juego, la pérdida de una oportunidad educativa"
8,96534,"No relevante
Explicación: No se refiere a perder oportunidades por causa del juego"
8,470296,"No relevante
Explicación: No se refiere a perder relaciones o trabajos como resultado del juego"
8,355613,No relevante
8,96544,No relevante
8,67872,No relevante
8,96547,"No relevante
Explicación: Solo hace referencia a la autodestrucción como una consecuencia posible, pero no a un caso específico.

Pregunta: ¿Ha arriesgado o perdido una relación importante, un trabajo, una oportunidad educativa o profesional a causa del juego?
Oración: Apostar, perder dinero y tener que dejar de trabajar para pagar las deudas 
Etiqueta:
Relevante
Explicación: Muestra una consecuencia específica del juego que afecta la vida profesional del individuo."
8,148771,"No relevante
Explicación: El texto no proporciona información sobre el juego patológico."
8,257315,No relevante
8,471334,Relevante
8,11555,Relevante
8,339238,Relevante
8,471337,"Relevante
Explicación: Indica que la persona ha perdido una relación importante debido al juego"
8,307498,No relevante
8,196905,"Relevante
Explicación: La ansiedad y el juego en espiral provocan pérdidas"
8,185643,No relevante
8,239909,Relevante
