6,77841,Relevante
6,429073,No relevante
6,478235,Relevante
6,235548,No relevante
6,44059,No relevante
6,57381,Relevante
6,139302,Relevante
6,440358,"Relevante
Explicación:"
6,304168,"No relevante
Explicación: No proporciona información sobre el individuo que miente"
6,70696,"No relevante
Explicación: Es una recomendación, no un caso de alguien que está en esa situación"
6,8237,"No relevante 
Explicación: No proporciona información sobre un episodio específico de una persona que mienta."
6,340013,Relevante
6,389169,No relevante
6,345140,"No relevante
Explicación: No se refiere al juego patológico"
6,67643,No relevante
6,64578,Relevante
6,478279,Relevante
6,2123,No relevante
6,64589,No relevante
6,460878,No relevante
6,122960,No relevante
6,56404,**Relevante**
6,139349,No relevante
6,70748,"No relevante
Explicación: No hay información sobre mentira"
6,244830,"No relevante
Explicación: Es solo un consejo"
6,45155,No pude generar contenido
6,111722,"No relevante 
Explicación: No proporciona ninguna información sobre una persona que oculte el alcance de su adicción al juego"
6,126060,"Relevante
Explicación: Muestra que el individuo está mintiendo sobre su juego para evitar problemas familiares, ocultando así el alcance de su juego"
6,76916,Relevante
6,45187,Relevante
6,95366,"Relevante
Explicación: Muestra que alguien oculta su problema por vergüenza"
6,77966,No relevante
6,63639,Relevante
6,68770,"No relevante
Explicación: No menciona a nadie que oculte su ludopatía"
6,120995,No relevante
6,72869,"Relevante
Explicación: Indirectamente explica que el sujeto mintió"
6,279718,Relevante
6,21672,No relevante
6,282794,Relevante
6,358571,No relevante
6,72875,"Relevante
Explicación: Muestra evidencia de que alguien oculta su ludopatía a su familia"
6,249005,No relevante
6,21682,"No relevante 
Explicación: No se refiere a un problema individual, sino a una consecuencia general del juego patológico."
6,362675,No pude generar contenido
6,388277,No relevante
6,49333,Relevante
6,80053,Relevante
6,471223,No relevante
6,89276,No relevante
6,471229,"No relevante
Explicación: No existe ningún problema de mentira u ocultación"
6,42176,Relevante
6,400582,"Relevante
Explicación: Es una situación de alguien que miente para ocultar su adicción al juego"
6,202963,"No relevante 
Explicación: No hay mención de mentir"
6,490708,"No relevante
Explicación: La oración no aporta información sobre un individuo que experimente mentir a su familia o a otras personas para ocultar el alcance de su ludopatía."
6,446680,"Relevante 
Explicación: Muestra evidencia de que el escritor sospechó que alguien mentía sobre su juego"
6,250075,"Relevante
Explicación: Muestra un problema entre dos personas en las que una miente a otra."
6,87261,"No relevante 
Explicación: No se refiere a una experiencia individual"
6,78045,"Relevante
Explicación: Indica que alguien reconoce que no ha podido controlar su juego"
6,345315,Relevante
6,56548,"No relevante
Explicación: No proporciona evidencia de alguien que miente sobre su juego"
6,344297,Relevante
6,484586,Relevante
6,418026,"Relevante
Explicación: Muestra evidencia de que alguien tiene ese problema"
6,350447,No relevante
6,495864,Relevante
6,206073,No relevante
6,282873,No relevante
6,98560,No relevante
6,231682,Relevante
6,418052,Relevante
6,62724," No relevante 
Explicación: Es un consejo, no una experiencia personal"
6,341254,Relevante
6,22788," No relevante 
Explicación: No se refiere a un individuo en concreto"
6,61704,No relevante
6,269578,No relevante
6,190733,Relevante
6,48400,"**Pregunta: ¿Has necesitado apostar con más y más dinero para obtener el nivel de emoción que estabas buscando?**

**Oración:** Mi hermano siempre ha sido un gran apostador, pero últimamente ha ido ganando cada vez más dinero. Ha empeñado todas sus pertenencias y se ha endeudado mucho. No podemos entender por qué necesita apostar tanto dinero.

**Etiqueta:** Relevante"
6,471313,No relevante
6,233747,"Relevante
Explicación: Se refiere a un grupo de población con ese problema"
6,48406,"No relevante 
Explicación: No dice a quién"
6,154903,No relevante
6,418074,"Relevante
Explicación: Muestra evidencia de una gran cantidad de personas que tienen este problema"
6,138526,No relevante
6,40222,No relevante
6,471328,Relevante
6,237858,"No relevante
Explicación:"
6,124199,"No relevante
Explicación: No está relacionado con el juego patológico"
6,471337,Relevante
6,321834,Relevante
6,25914,No relevante
6,86335,No relevante
6,320836,No relevante
6,33097,No relevante
6,382283,No relevante
6,235851,Relevante
6,487765, No relevante
6,445783,Relevante
