,doc_id,text,manu.couto1k_rels,marcosfp_rels,ezra.mario_rels,DavidGallego_rels,consensus,majority
0,86282,yo he llegado a tener grandes deudas y estar basicamente arruinado y encima de tener que soportar los problemas que se presentan normalmente debes afrontar las deudas y los propios problemas del juego y encima estar amargado por no poder comprarte ni un chocolate para disfrutar por no tener dinero ,False,False,False,False,False,False
1,48908,En cuanto a juegos de mesa o otros juegos donde no haya dinero de por medio Hemos debatido algunas veces Mi caso concreto se da la circunstancia de que cuando juego con mis nietas a algún juego no me causa trastorno alguno En cambio cuando he jugado a la consola o en alguna ocasión con amigos a algún juego de mesa si me ha causado Poblema me resultaba muy incómodo dejar de jugar sobre todo a la co...,False,False,False,False,False,False
2,270,Si un profesional de la salud le acaba haciendo un diagnóstico diferencial y de personalidad y este tiene por nombre juego patológico ludopatia o adicción al juego dificilmente tiene sentido fuera de la enfermedad volver a entrar en la dinámica de cultivar unas motivaciones dinerarias con riesgo de recuperar los esquemas de funcionamiento propios de la adicción que ya se han desarrollado en otros ...,False,False,False,False,False,False
3,394257,Me ha surgido una duda más ,False,False,False,False,False,False
4,322578,Las experiencias traumatica que a mi o a muchos nos a dejado el juego van cediendo con el tiempo poniendo fin al juego otras son mas gerreras e incluso somaticas los cambios dramaticos de personalidad pueden facilmente ser motivados por el juego sin el juego ,False,False,False,False,False,False
5,96532,Hazte las siguientes preguntas y lo sabrás Has faltado al trabajo alguna vez debido al juego ,False,False,False,False,False,False
6,532,Si un profesional de la salud le acaba haciendo un diagnóstico diferencial y de personalidad y este tiene por nombre juego patológico ludopatia o adicción al juego dificilmente tiene sentido fuera de la enfermedad volver a entrar en la dinámica de cultivar unas motivaciones dinerarias con riesgo de recuperar los esquemas de funcionamiento propios de la adicción que ya se han desarrollado en otros ...,False,False,False,False,False,False
7,169752,ha perdido el trabajo y me espera una lucha a muerte posible denuncia si al disponer de todo el dia libre se dedica a incordiarme ,True,True,True,True,True,True
8,72222,yo soy una ludópata nadie y repito nadie como yo o como cualquier ludópata sabe o comprende este infierno ,False,False,False,False,False,False
9,373279,Una relación matrimonial que a pesar de que siempre estuvo plagada de conflictos por nuestras diferencias de carácter últimamente con los chicos grandes casados o fuera de casa teníamos más tiempo para nosotros y podíamos desfrutar de salidas momentos juntos e infinidad de cosas pero el juego lo arruinó todo ,True,True,True,True,True,True
