,doc_id,text,manu.couto1k_rels,marcosfp_rels,ezra.mario_rels,DavidGallego_rels,consensus,majority
0,265216,Esto yo ya lo he debatido muchas veces y creeo firmemente que todos hemos jugado con la intención de querer ganar dinero a pesar de que generalmente perdamos Puede ser que algunas veces hayamos ido a jugar despues de un problema en el trabajo o un enfado con la novia pero una vez que ya nos hemos puesto a jugar lo que pretendemos es ganar dinero que luego lo perdemos ya lo sé esa es la experiencia...,False,False,True,False,False,False
1,483331, una ves J L me dijo en un menasaje que yo pensaba mucho en el juego me quedó gravado eso y tiene razón pasa que estoy viendo que tengo demasiada actividad física y poco mental el tener mi cabeza libre de pensamientos da lugar a pensar tonterías el lunes pasado hize una lista de todas las cosas que iva a hacer en la semana y las hize todas sin dejar ninguna y pueden creer no me acordé del juego ,True,True,True,True,True,True
2,130052,El juego me arruino no se que pensar porque esto me pasa seguido digo que no jugare mas y mañana me levanto pensando en como obtendre dinero para seguir jugando ,True,True,True,True,True,True
3,352519,yo no juego desde hace casi 1 año y en todo ese tiempo habre pensado en volver a jugar unassss 5 veces es decir la otra cantidad de tiempo estuve abocado a mis tareas de trabajo y de familia entonces supongo q es un problema q pasa por cada uno de nosotros en algunos casos tendran siempre en mente el volver a jugar y batallan con ese pensamiento a diario o semanal o mensual ,False,True,True,True,False,True
4,10760,Consigo dejar de jugar y además me conciencio de que no puedo jugar jamás pero no dejo de pensar en que podría jugar si consiguiera tener un poco de control acabo autoconvenciendome que no podría jugar con control y no juego a pesar de esos pensamientos Y pasan meses y sigo sin jugar pero a menudo divago sobre la posibilidad de jugar exporadicamente y a pesar de eso no juego Estoy rehabilitado ,True,True,True,True,True,True
5,471307, Ha pasado usted mucha parte de su tiempo en los últimos 12 meses pensando en cómo obtener dinero para jugar ,True,False,False,False,False,False
6,345099,Hola Manel muy ciertas las palabras que dices leyendote me he dado cuenta que si acordarme del juego solo cuando tengo dinero encima ya sea consiente o inconsientemente la idea de jugar vuelve a la mente y ahí comieza la lucha interna entre jugar o no jugar poniendo en un lado de la balanza lo prioritario que son cosas como las deudas comida gastos diarios etc y por el otro lado de la balanza siem...,True,True,True,True,True,True
7,48908,En cuanto a juegos de mesa o otros juegos donde no haya dinero de por medio Hemos debatido algunas veces Mi caso concreto se da la circunstancia de que cuando juego con mis nietas a algún juego no me causa trastorno alguno En cambio cuando he jugado a la consola o en alguna ocasión con amigos a algún juego de mesa si me ha causado Poblema me resultaba muy incómodo dejar de jugar sobre todo a la co...,False,False,False,False,False,False
8,68110,No es dinero es un juego para después de trabajar relajarse socialmente Un ludópata irá a un cajero a un banco a donde sea Soy ludópata Fénix13 en proceso de rehabilitación y con la intención de pagar todas mis deudas económicas aunque no recupere un duro por abusos bancarios Bastante abuso le di yo a los bancos para ir a jugar Si no tenía dinero lo buscaba y lo encontraba Juegas a los dados y lue...,False,False,False,False,False,False
9,390929,Es conveniente cuando eres ludópata y estás tratando de dejar el juego el jugar a otro tipo de juegos aunque no exista dinero por medio ,False,False,False,False,False,False
10,115986,el juego juego es y el que pueda jugar controladamente hace bien en emplear su dinero y su tiempo en lo que mejor le parezca pero el ludopata no puede jugar porque pierde todo control juega convulsivamente y deja otras actividades por el descontrol del juego no hay que demonizar al juego otro tema distinto es la agresividad que emplean los empresarios del juego para atraer clientes de todas folma ...,False,False,False,False,False,False
11,79894,Cuando pienses jugar pokerEnlinea ahorrate mejor tu tiempo y coraje y ese dinero regalaselo a un familiar o simplemente usalo en comprarte algo que te sirva ,False,False,False,False,False,False
12,96535,Has jugado alguna vez para obtener dinero para pagar deudas o resolver problemas financieros ,False,False,False,False,False,False
13,106778,En mi caso particular antes del juego ya estaba endeudado y con problemas económicos mi mente creyó que el juego era la solución y también pienso en jugar cuando se presentan problemas o discuciones en casa ,True,False,True,False,False,False
14,107293,No quiero dinero para seguir jugando ace cuatro años que no juego ni bebo necesito dinero para comer el juego me dejo en la miseria y llevo mucho tiempo en paro sin levantar cabeza preferí pagar las deudas y me quede sin nada y sin nada sigo como de lo que encuentro en contenedores o me da la carida de la gente lo unico questoi tranquilo porque no le debo masque el alma a Dios ,False,False,False,False,False,False
15,96545,Alguna vez has cometido o has pensado cometer un acto ilegal para financiarte el juego ,False,False,False,False,False,False
16,283939,Como poder trabajar pensando en que todo el dinero que gane trabajando en los proximos meses sera solo para pagar intereses de deudas de juego y lo que gane en los proximos años sera para pagar el total de las deudas ,False,False,True,False,False,False
17,21797,En fin yo creo que insinual que una vez se ha dejado de jugar y que ya no nos atrae el juego no hay peligro Incluso diciendo que si un día perdido se juega un poco y no se juega hasta quedarse sin un euro eso es que se está curado Pero lógicamente es mi criterio En cuanto a poder confundir yo me imagino aquel que lleva tiempo sin jugar pero aún se pregunta si ya habrá superado la ludopatía y si ya...,False,False,False,False,False,False
18,354087,Pero hoy mi novio me ha dicho lo que yo hace varios meses temía que pasara me ha dicho que se ha gastado bastante dinero en las máquinas y que quiere ayuda Hace pocos meses que estoy con él pero sé que es mi media naranja y no lo voy a dejar escapar porque tenga un problema o una enfermedad Por eso estoy escribiendo aqui porque necesito ayuda hoy el ha reconocido que la necesita y quiero hacer tod...,False,False,False,False,False,False
19,18728,No pensaba levantar la autoexclusion pensaba copiarle la idea de quitarla para inmediatamente volverla a pedir ,False,False,False,False,False,False
20,41001,Depende de cada persona y creo que no es exactamente dejar de pensar en el juego sino más bien dejar de pensar en el juego con la idea de jugar ya que personas rehabilitadas que he tenido el gusto de conocer que llevan más de 30 años sin jugar hay veces que piensan en el juego pero de una manera totalmente distinta a la que pensaban cuando eran jugadores ,True,False,True,False,False,False
21,96554,Alguna vez has cometido o has pensado cometer un acto ilegal para financiarte el juego ,False,False,False,False,False,False
22,46383,Cuando tengo algún momento de ganas de jugar automáticamente me busco una actividad paralela para tener la mente ocupada y no pensar en el juego ,True,True,True,False,False,True
23,259633,Enhorabuena Ang67 sigue asi hay que coger el toro por los cuernos yo pienso que solo dejamos de jugar cuando ya nos desengañamos de la fantasia y no pensamos mas en el juego lo digo por experiencia ,False,True,True,False,False,False
24,279861,SIN ENTRAR EN NINGUNA CONTROVERSIA YO LO VEO DE OTRA FORMA BAJO MI EXPERIENCIA CON EL JUEGO A VER YO COMO JUGADOR COMPULSIVO CUANDO JUGABA EL AFAN QUE SE CREA ES CONTROLAR EL JUEGO ESO ES LA GRAN OBSESION DE CADA JUGADOR PERO ESO ES IMPOSIBLE AL FINAL PASAS DE CONTROLAR AL DESCONTROL ,False,False,False,False,False,False
25,263991,Dos que esté jugando desde hace algun tiempo y que su pareja no tenga noticia de ello por que haya podido mantener escondidas la deudas y que el jueves llegará a un punto en el que se podia descubrir todo el pastel e intentara a traves de vosotras conseguir el dinero para tapar las mentiras o para jugar y recuperar ,True,False,False,False,False,False
26,19257,decidido irremediablemente a poner punto y final le entregué la tarjeta a mi hija no me la des aunque te la pida si necesito dinero vienes tú conmigo lo sacamos y te la llevas ,False,False,False,False,False,False
27,260156,Hace tiempo que teniendo dinero no pensaba en el juego ,True,True,True,True,True,True
28,57918,Para ti seguir manejando el dinero es la excusa para no detener el juego porque en el tiempo que llevo leyendo tus mensajes no has hecho ni puto caso ni a una de la sugerencias que te han hecho ,False,False,False,False,False,False
29,471359, Ha usado usted alguna vez dinero que estaba destinado a comprar alimentos u otras necesidades para jugar ,False,False,False,False,False,False
30,197444,LA ANSIEDAD POR JUGAR SE VA PASANDO CON EL TIEMPO YO AUN CON MAS DE 7 AÑOS DE ABSTINENCIA AUN DE VEZ EN CUANDO ME ACUERDO DEL JUEGO PERO SE VAN PASANDO SOLO DE PENSAR EN LO QUE SE CONSIGUE SIN JUGAR Y LA TRANQUILIDAD QUE HOY TENGO EN MI VIDA ,True,True,True,True,True,True
31,71494,Cuanto daría por poder jugar a la ruleta y no ir por meses y divertirme otro dia sin pensar en ganar o perder pero si eso pasa entonces no soy ludópata y tenlo por seguro no estaría en este foro escribiendo si juego ahora mañana volveré y pasado y pasado y sacare dinero de donde no hay para seguir jugando a costa de mi salud de mi felicidad y mi vida te deseo lo mejor como dices el tiempo dira si ...,True,False,True,False,False,False
32,194118,Pensando en el juego recuerdo ,False,True,False,False,False,False
33,390215,que diferencia hay entre un jugador activo en el que solo piensa en jugar en como saciar sus ganas de jugar independientemente si de gana o no todo el día pensando en el juego buscando un momento para ir a jugar mis últimos días de juego los recuerdos como algo triste en mi vida no en si gané o perdí dinero perdí mis valores como persona eso lo recuerdo perfectamente veo como mi vida empieza a tom...,False,True,True,False,False,False
34,486985,Prisca1 todo el juego que sea apostar con dinero es estar JUGANDO CON FUEGO que alfinal uno se suele quemar ,False,False,False,False,False,False
35,263498,Tener el juego como hobby ,False,False,False,False,False,False
36,17485,No pensaba levantar la autoexclusion pensaba copiarle la idea de quitarla para inmediatamente volverla a pedir ,False,False,False,False,False,False
37,103758,Los pensamientos hacia el juego se q van seguir en mí mientras intento recuperarme pero mientras este en abstinencia van hacer menos hace un par de dias tuve q hacer unos tramites por el centro comercial donde esta el casino donde jugaba estuve pensando voy a pasar por el casino y cuando pase ni me percate de ello porq tenia otras cosas en mente me dejo una buena sensacion para seguir recuperandom...,True,True,True,True,True,True
38,104013,Aunque no lo creas lo mejor que te ha pasado es que hayas perdido tanto dinero en poco tiempo porque eso golpea y te hace salir del ensueño de que eres un triunfador y que siempre ganarás dinero jugando es comprensible que te sientas deprimido por la pérdida pero lo mejor que harás es usar esta mala experiencia para tomar la decisión de dejar el juego a otros nos ha tomado mucho más tiempo con el ...,False,False,False,False,False,False
39,41039,Sigo pensando en el juego pensando en apostar sobretodo cuando tengo malos dias ,True,True,True,True,True,True
40,364113,Alonso dice Conseguir dinero para jugar y jugar para obtener dinero es decir nuestro primer pensamiento es a ver si jugando ese dinero consigo dinero A primer supuesto Si consigo ganar algo jugaré nuevamente intentando conseguir más dinero no es que juegue para conseguir mas dinero para así poder jugar mas es que quiero ganar dinero y con el dinero quiero ganar más ,False,True,True,False,False,False
41,64854,Pues bienvenido desde ya te digo que si no dejas que otro maneje tu dinero no dejarás de jugar y pasaras meses bien y meses mal pero nunca dejaras de jugar ,False,False,False,False,False,False
42,65632,se nota por como escribes que la ludopatía te está empezandoa controlar no tiene mucho sentido lo que comentas primero dices que crees q es facil dejarlo pero luego dices q cuando juegas te descontrolas no tienes deudas ni has pedido dinero para jugar pero por ahi hemos pasado todos y cuando digo todos es todos aqui hay gente me incluyo q empezó jugango a jugadas de 80 centimos y ahora debemos mil...,False,False,False,False,False,False
43,321889,Un saludo JAIME 1 aÑO Y dias sin jugar En el juego se pierde siempre siempre y no solo dinero muchas cosas mas ,False,False,False,False,False,False
44,253029,Después de 20 días sin jugar la verdad que me siento mejor más persona y además aunque parezca mentira menos uraño antes para jugar no sacaba el dinero para pagar el primero nunca ahora debe ser porque no se me va entre los dedos o mejor dicho rendijas de las tragaperras que siempre estoy con predisposición a pagar si es menester ,False,False,False,False,False,False
45,382823,A menudo el jugador ha explicado que es la pareja quien ha provocado el desaguisado y que las cantidades gastadas en juego han sido en el último momento algo puntual y que no se repetirá ,False,False,False,False,False,False
46,485488,Te acordabas de cosas que tenias que hacer o se olvidaban por que estabas pensando en el juego ,False,True,True,False,False,False
47,348272,Buscar tretas y estrategías para disponer de dinero siempre con el fin de jugar ,False,False,False,False,False,False
48,416370,puedo dejarlo puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo y quiero dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar me veo sin jugar y me siento orgulloso de mi miismo puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar y estare m...,False,False,False,False,False,False
49,30838,Describes a menudo con prolijidad tus experiencias pasadas de como jugabas y cómo hiciste para dejar de jugar nos cuentas cómo jugaste durante casi toda tu vida y el juego te hacía hacer y pensar en cosas que no entendías por desconocimiento de la adicción hace ya varios años que sabes lo que sucedió y con tu método conseguiste dejar de jugar pero no has logrado dejar de pensar en el juego un solo...,True,True,False,True,False,True
50,61815,Pensar en juego no es pensar en jugar asi que no quiero dar a entender cosas que yo no digo Pero claro que piensas en el juego aunque te preocupen quienes leen quienes tienen dudas miedos etc Y una cosa Quien eres tú para cuestionar metodos diferentes que dicen que el juego les ha derrotado porque lo ha hecho además su funcionalidad ,False,True,True,True,False,True
51,104823,entenderte te entiendo ahora bien hay que irse encaminando a vivir sin pensar en el juego si nos tiramos demasiado tiempo con la tactica de utilizar la concienciacion de que el juego es muy malo y por eso no jugamos corremos el riesgo de algun dia jugar a pesar de lo malo que es el juego por eso te digo que has de ir encaminandote en el convencimiento de que no nesecitas jugar osea no jugar porque...,False,True,True,False,False,False
52,471419,Reemplace las cosas en su vida que usted asocia con el juego con otras actividades que le ayudarán a sacarse el juego de su mente ,False,False,False,False,False,False
53,365692,Cuando ya no tenia dinero para jugar a la tragaperras me seguia jugando el puesto de trabajo la relacion de trabajo la pareja y demas relaciones personales por jugar con el movil e incluso por hacer sudokus buscaba de cualquier modo eludir el mundo real y en caso de no tener dinero mi mundo de fantasia se encontraba en el menu de juegos del movil o en un libro de pasatiempos crucigramas sudokus da...,False,False,False,False,False,False
54,471421,Más importante aún piense en las cosas que a usted le gustaba hacer antes de que el juego se convirtiera en parte de su vida ,False,False,False,False,False,False
55,403069, Por mi parte dentro de mi experiencia personal tampoco sustituí los problemas por el juego pienso que he sido compulsivo toda la vida pues hasta cuando era niño y jugaba a las canicas o con el aro y ya ha llovido desde entonces me comportaba así no acababa hasta ganar y si perdía quería la revancha mi primer premio con los juego de azar lo conseguí con la primera moneda dinero fácil seguí jugando...,False,False,False,False,False,False
56,186494,Tu no quieres parar de jugar tu solo deseas que pase el tiempo y duela menos y vuelvas a tener dinero disponible para jugar y por ahora solo quieres desahogarte ,False,False,False,False,False,False
57,480892,Quedamos en una evolucion del pensamiento quedamos en que reconozco que al principio PODIA PENSAR que jugaba por dinero pero que hoy me he dado cuenta que ese dinero por el que jugaba era para seguir jugando o en definitiva que jugaba porque me gustaba jugar y si la maquina no me daba el premio para poder seguir jugando pedia un prestamo o robaba o me buscaba la vida para poder hacerlo para poder ...,True,False,False,False,False,False
58,471426,Haga una lista de las cosas que usted disfrutaba antes de que el juego se convirtiera en una parte de su vida ,False,False,False,False,False,False
59,394372,la mente intenta buscar esa forma de jugar esa forma de acceder al dinero y esa mentira justificatoria para poder blindarnos ante nuestro entorno familiar ,True,False,False,True,False,False
60,492166, Te has sentido alguna vez culpable por jugar o por lo que te ocurre cuando juegas ,False,False,False,False,False,False
61,220551,Pasar mucho tiempo pensando en el juego como experiencias pasadas o formas de conseguir más dinero con que jugar ,False,False,False,False,False,False
62,164999, pero a su vez estar pensando en situaciones relacionadas con el juego ,False,False,False,False,False,False
63,321161,pensador entiendo por felicidad nada que tenga que ver con el frenesí sino con la idea de no hacer lugar al sufrimiento autoinfringido como el juego compulsivo que es pura pérdida de lo que se te ocurra el límite de una vida es obviamente la muerte el límite de un jugador compulsivo es quedarse sin dinero para apostar ,False,False,False,False,False,False
64,474769,Creo que cuándo estáis metidos en el juego lo que más os importa por lo menos en mi pareja cuándo jugaba era el hecho de las pérdidas de dinero y os puedo asegurar que en mi caso ME DA EXACTAMENTE IGUAL LO QUE HAYA PERDIDO ,False,False,False,False,False,False
65,480659,Hay preocupación por el juego pasa mucho tiempo pensando en el juego como experiencias pasadas o formas de conseguir más dinero con que jugar ,True,False,False,False,False,False
66,367764, por un enfado ,False,False,False,False,False,False
67,458903,pienses en recuperarlo mediante el juego ,False,False,False,False,False,False
68,356504,Quiza lo encuentres en paginas anteriores de este foro pero son preguntas que tu mismo prodrias hacerte tales como dedicas mas tiempo al juego del que tenias pensado ,False,False,False,False,False,False
69,409754, El juego compulsivo nos destruyó a todos tanto economicamente como emocionalmente pero debes pensar que el dinero perdido no vas a recuperarlo el tiempo empleado para jugar tampoco vas a recuperarlo sin jugar estando en abstención y en recuperación puedes recuperar tus valores como persona tu autoestima tus principios morales con el tiempò aprenderás a quererte a ti mismo FELICES 24 HORAS ,False,False,False,False,False,False
70,109726,después de que se ha perdido gran cantidad de dinero uno se siente las fuerzas necesarias para sobreponerse a esta enfermedad pero pasado el tiempo y con la mejoría esa fuerza oscura se apodera de mi mente y vuelvo a jugar ,False,False,False,False,False,False
71,76191,Que si bolsa de valores que si apuestas que si no juego pero realmente si juego pero hago creer a la gente que no juego que si juego pero lo tengo controlado pero cuando no juego no puedo dejar de pensar en jugar que si debo tanto o tanto más que si tengo créditos por culpa del juego pero pido más para seguir jugando que no tengo dinero para jugar pero lo robo para seguir jugando ,True,True,True,False,False,True
72,398498, por qué has seguido jugando ,False,False,False,False,False,False
73,362659, Piensa en lo mucho que te ha quitado el juego en tu vida piensa la de veces que te has privado de cosas por jugar piensa si realmente merece la pena mentir engañar o estafar para financiar el juego piensa en esto cuando tengas ganas de jugar ,False,False,False,False,False,False
74,362661,Piensa en esto cuando tengas ganas de jugar ,False,False,False,False,False,False
75,494248,Preocupación por el juego por ejemplo idear formas de conseguir dinero para jugar ,False,False,False,False,False,False
76,480936,Se trata de que cuándo tengas ganas de jugar PORQUE ESTÁS ENFERMO Y LAS TENDRÁS no puedas hacerlo porque no llevas dinero y tengas tiempo de pensar y reflexionar y quizá así te sea más fácil el responder a tús porqués ,True,False,False,False,False,False
77,61610,Sigo pensando en el juego pensando en apostar sobretodo cuando tengo malos dias ,True,True,True,True,True,True
78,301230,Se encuentra alguna vez pensando en lo que va a hacer la próxima vez que se conecte a Internet ,False,False,False,False,False,False
79,342454,Tendrás que conseguir que dejen de estar enfadados tus hermanos y esperar a la próxima oportunidad que pidan dinero para decir el sí os queremos pero no podemos seguir financiando el juego y no os ayudamos para que sigáis jugando y os hundáis y nos estaféis venid aquí id allí haced esto y lo otro ,False,False,False,False,False,False
80,110520,No juego desde hace una semana podría jugar porque tengo dinero pero veo que no es tan fácil superar esto y más cuando tienes dinero y estás solo ,False,False,False,False,False,False
81,42682,Sí antes cuando aún jugaba perdía pero no le daba importancia porque siempre pensaba que me recuperaría ahora que ya lo he dejado por ahora y para siempre espero es cuando me atormenta ese pensamiento de dinero perdido porque ya al no jugar no hay ninguna posibilidad de recuperarlo ,False,False,False,False,False,False
82,136894,Puedo estar varios dias sin jugar pero siempre recaigo pensando que puedo controlar la cantidad de dinero pero no es asi ,False,True,False,False,False,False
83,348354,Buscar tretas y estrategías para disponer de dinero siempre con el fin de jugar ,False,False,False,False,False,False
