,doc_id,text,manu.couto1k_rels,marcosfp_rels,ezra.mario_rels,DavidGallego_rels,consensus,majority
0,405250,No creo que le hecho de dejar de jugar sea joderse ni sentirse enjaulado ni nada parecido ,True,True,False,False,False,False
1,75525,Evidentemente el que no quiere dejar de jugar no lo va a dejar ,False,False,False,False,False,False
2,434950,No intentes recuperar jamás lo que perdiste volviendo a jugar ,False,False,False,False,False,False
3,474374,En mi caso yo creía que no tenía pero cuando dejaba de jugar durante varios días aunque no tuviera ganas conscientes de jugar mi humor cambiaba me mostraba irritable ,True,True,True,True,True,True
4,211974, STOP PLAYING ,False,False,False,False,False,False
5,10760,Consigo dejar de jugar y además me conciencio de que no puedo jugar jamás pero no dejo de pensar en que podría jugar si consiguiera tener un poco de control acabo autoconvenciendome que no podría jugar con control y no juego a pesar de esos pensamientos Y pasan meses y sigo sin jugar pero a menudo divago sobre la posibilidad de jugar exporadicamente y a pesar de eso no juego Estoy rehabilitado ,False,False,False,False,False,False
6,437004,que jugaste o que no jugaste ,False,False,False,False,False,False
7,417548,Y noto cambios en mí estoy mas irritable menos tolerante más introvertido ,True,True,True,False,False,True
8,471316, El dejar de jugar o reducir cuánto usted jugaba le ha hecho sentir inquieto o irritable durante los últimos 12 meses ,False,False,False,False,False,False
9,174364,No quiero seguir así hoy he vuelto a jugar y a perder ,False,False,False,False,False,False
10,4636,Si quieres dejar de jugar que no lo dudo Qué estás dispuesto a hacer ,False,False,False,False,False,False
11,447775,Hoy hace 5 días que decidí dejar de jugar 5 días de poder mirar a mi mujer a los ojos sin remordimientos 5 días de no estar inquieto 5 días sin prisas por salir corriendo a jugar 5 días en los que he vuelto a descubrir que para tomar un café no hacen falta 3 horas 5 días sin oler a tabaco y fritura 5 días sin los dedos negros por las monedas 5 días de felicidad ,False,False,True,False,False,False
12,96544,Has jugado alguna vez por escapar de alguna preocupación ,False,False,False,False,False,False
13,299551,No se que hacer he intentado dejarlo peró siempre he vuelto ,False,False,False,False,False,False
14,117794,AQUI REPRODUZCO ALGUNOS DE MIS PRIMEROS POST no me cabe la menor duda que lo importante es dejar de jugar ahora bien yo me pregunto si llevo toda una vida perdida y desde hace 8 o 10 años he tomado conciencia de que estaba enfermo y he luchado para no jugar y habiendolo conseguido en mas de una ocasion lo cual hacia que me sintiera feliz como se explica que vuelva atras una y otra vez ,False,False,False,False,False,False
