,doc_id,text,manu.couto1k_rels,marcosfp_rels,ezra.mario_rels,DavidGallego_rels,consensus,majority
0,98560,La ludopatía tiene buen pronóstico en régimen ambulatorio es decir acudiendo a un grupo o asociación a las reuniones programadas y haciendo vida en tu casa con tu familia si la tienes en la calle y en tu trabajo con la condición de seguir las medidas preventivas a rajatabla ,False,False,False,False,False,False
1,442115,Y tú poder demostrarle a ella a quien tanto hemos ocultado de nuestra ludopata vida que todo va a ser distinto que ya no mas mentiras ,True,True,False,True,False,True
2,418052,11 Ha ocultado alguna vez a su pareja a sus hijos o a otros seres queridos boletos billetes de lotería ,True,False,False,False,False,False
3,66309,Deberías de plantearte si tu situación antisocial te la ha producido tu forma de ser o la ludopatia ,False,False,False,False,False,False
4,20486,Es posible que hayas dado este paso agobiado por tus deudas Pero la ludopatía te afecta mucho más allá de en tu economía La ludopatía transforma tu percepción de la realidad Y no la ludopatía no es un síntoma de algún otro trastorno ni tampoco una consecuencia de tu insatisfacción con tu vida La ludopatía es un trastorno psicologico causado por el gran poder adictivo de los distintos juegos La lud...,False,False,False,False,False,False
5,189450,Estás elaborando una enorme mentira hacia tí y tus padres ,True,False,False,False,False,False
6,190733,Nos ha mentido muchas veces no puede parar de jugar ha perdido a su familia ya que mis padres se han separado y para aumentar el problema acaba de abrir un bar ,True,True,True,True,True,True
7,47886,De las mentiras a los familiares ,False,False,False,False,False,False
8,11791,Es posible que hayas dado este paso agobiado por tus deudas Pero la ludopatía te afecta mucho más allá de en tu economía La ludopatía transforma tu percepción de la realidad Y no la ludopatía no es un síntoma de algún otro trastorno ni tampoco una consecuencia de tu insatisfacción con tu vida La ludopatía es un trastorno psicologico causado por el gran poder adictivo de los distintos juegos La lud...,False,False,False,False,False,False
9,48400,Has mentido ,False,False,False,False,False,False
10,37393, pero tú me llevas ventaja yo no sabía que era la ludopatía sólo me sentía el ser más despreciable sobre la tierra buscando préstamos para tapar otros préstamos descuidando el trabajo y a la familia incluso a mi persona ya ni me aseaba conservo alguna foto de aquella época con barbas descuidadas que llegaban casi hasta el suelo ,False,False,False,False,False,False
11,471313, Ha encontrado usted durante los últimos 12 meses que las apuestas más pequeñas son menos excitantes para usted que lo que eran antes ,False,False,False,False,False,False
12,233747,Esas personas que tienen una familia montada y se dejan todos los ahorros y destruyen la familia ,False,False,False,False,False,False
13,48406,Has mentido ,False,False,False,False,False,False
14,471328, Le ha mentido usted a miembros de su familia o a otras personas sobre cuánto ha jugado durante los últimos 12 meses ,True,False,False,False,False,False
15,237858,Tienes que ser consciente de la enfermedad que tiene tu marido esta enfermedad conlleva la mentira y es habitual en ellos ,True,False,True,True,False,True
16,466467,El ludopata es capaz de amar como cualquier otra persona ya veras que en el foro hay cantidad de jugadores que adoran a sus familias y otros que lamentan haberlas perdido ,False,False,False,False,False,False
17,471843,pues supongo que por el dia a dia en su vida en la que ha visto que dios no le ha ayudado para sacar adelante su vida y sus hijos De todas maneras tampoco pretendo que rectifiqueis de vuestras creencias cada uno es libre y yo no soy nadie ,False,False,False,False,False,False
18,57381,No voy a juzgar si no cenaste o si mentiste a tu familia es lo que hace un ludopata ,True,False,True,False,False,False
19,139302,El ludópata ha tenido que especializarse en la mentira y el engaño para conseguir dinero para jugar ,True,False,False,False,False,False
20,258598,Ya ha reconocido que es una ludópata ,False,False,False,False,False,False
21,124199,Si mentís a los demás los demás os pueden estar mintiendo a vosotros ,False,False,False,False,False,False
22,471337, Ha dependido usted en otras personas por ejemplo familia amigos o trabajo para que le provean dinero para cubrir sus deudas relacionadas con el juego ,False,False,False,False,False,False
23,233258,La ludopatia ha destrozado a muchas personas no sólo al jugador sino a los seres queridos nosotros no somos culpables de nuestra enfermedad pero si responsables de nuestra recuperación y si dicha abstención y recuperación debemos hacerla sólos pues adelante si lo hacemos con el apoyo de nuestra familia mejor pero la mayoria de los pasos debe hacerla el jugador pero repito con honestidad mente abie...,False,False,False,False,False,False
24,70183,Recordemos que la ludopatía en algunos caso llega a ser motivo incluo de diorcio o separaciones y los niños se dan cuenta e incluso pueden llegar a sentirse culpables ,False,False,False,False,False,False
25,475942,Luego a la inversa que el sepa lo que tu estás padeciendo y los efectos que causa en los familiares la ludopatia ,False,False,False,False,False,False
26,233261,la ludopatia es una enfermedad que trastorna todos nuestros valores como persona y los anula por lo tanto entiendo perfectamente que hayas decidido romper esa relacion si no te encuentras con fuerza para continuar es lo mejor para los dos se que es muy dificil despertarse y ver que el principe encantado se ha combertido en sapo ,False,False,False,False,False,False
27,472874,La mentira te ha llevado al juego y el juego te ha llevado a mentir mas ,True,False,False,False,False,False
28,340013,A mi esa reflexión de por qué mentia por qué ocultaba es lo que me hizo comprender que aparte de regalar mi dinero a gente más lista que yo gente que pasa todo el día pensando como hundirme con ánimo de lucro mentia y ocultaba para seguir haciendolo ,True,False,False,True,False,False
29,412208,Pero tambien se pasan en familia y eso es lo que somos una pequeña familia asi que ,False,False,False,False,False,False
30,453167,Bienvenida fortaleza si su pareja no reconoce el problema es muy dificil hacer algo si habla de llaves o sistemas de controlar el azar es la mente de una persona enferma en pleno funcionamiento y está muy equivocado la ludopatia frecuentemente arrastra a familias enteras a la ruina tenga cuidado ,False,False,False,False,False,False
31,404274,Mi vida siempre ha transcurrido feliz mi familia es estupenda y los amigos siempre han estado ahí nunca he tenido queja y creo ser un muy buena persona al menos con los demás conmigo mismo no tanto Mi falta de autoestima y mi incapacidad para satisfacerme me resultan bastante complicadas de mantener en el día a día ,False,False,False,False,False,False
32,353844,La ludopatia no sigue ese curso en su desarrollo se manifiesta comunmente con fases de control y represión intentos de abandono y recaidas recurrentes con aumentos más o menos prolongados de las dosis para que entiendas la naturaleza adictiva de este comportamiento y por supuesto tampoco es genético y ni lo uno ni lo otro tienen ninguna relación con poder mantener la abstinencia solos no veo el hi...,False,False,False,False,False,False
33,118582,Todos hemos mentido a la familia minimizando los gastos en juego e incluso algunos ni siquiera se han atrevido a confesar que juegan ,True,True,True,True,True,True
34,160569, solo haces preguntas y preguntas ,False,False,False,False,False,False
35,25914,La ludopatía va más allá que el jugar La ludopatía nos hace irracionales El ludopata con fuerza de voluntad puede estar un tiempo sin jugar pero manteniendo una lucha interna buscando alguna excusa para jugar He conocido gente que han jugado más de lo debido y no han desarrollado la adicción de modo que de repente han dejado de jugar sin más El ludopata tiene que reeducar su mente El ludopata si j...,False,False,False,False,False,False
36,51002,la ludopatia no es perder o ganar Puedes perder mucho y no ser ludopata Yo no sé si tú eres ludopata Si eres ludopata te estás equivocando la ludopatía es demasiado fuerte para vencerla como tú pretendes Tal vez no seas ludopata y solo has tenido un periodo de ofuscación que te ha provocado tu situación Pero si eres ludopata morirás ludopata la ludopatía no se cura Pero con un buen tratamiento apr...,False,False,False,False,False,False
37,51006,la ludopatia no es perder o ganar Puedes perder mucho y no ser ludopata Yo no sé si tú eres ludopata Si eres ludopata te estás equivocando la ludopatía es demasiado fuerte para vencerla como tú pretendes Tal vez no seas ludopata y solo has tenido un periodo de ofuscación que te ha provocado tu situación Pero si eres ludopata morirás ludopata la ludopatía no se cura Pero con un buen tratamiento apr...,False,False,False,False,False,False
