,doc_id,text,manu.couto1k_rels,marcosfp_rels,ezra.mario_rels,DavidGallego_rels,consensus,majority
0,16641,Te sugiero que si sientes esa necesidad de hacer algo contactes con las entidades que realizan labores sociales en la isla y te ofrezcas a colaborar ,False,False,False,False,False,False
1,66053,quien queda ,False,False,False,False,False,False
2,160519,Pon las medidas prebentivas desde ya como escudo y pude ayuda antes que pedir dinero p es mas sanoara jugar ,False,False,False,False,False,False
3,208392,he pedido ayuda pero siempre consigo dinero para jugar ,False,False,True,False,False,False
4,151306,cat ajustarse a ellas en la medida de lo posible les ayuda a recuperar la conciencia necesaria para frontar con éxito su rehabilitación Para aquellos cuya situación familiar y de amistades sea tan nefasta que no encuentren a nadie de confianza para realizar el control del dinero les recuerdo que existen los servicios sociales que pueden ejercer ese control aunque cada país tenga sus característica...,False,False,False,False,False,False
5,136715,Para escuchar las experiencias de otras personas es de gran ayuda saber que hay gente que un Dia derrochaba el dinero en el juego con las correspondientes consecuencias y que ahora ya rehabilitados pueden llevar una vida normal que es lo que yo quiero mi adicción me esta condicionando mucho mi vida ,False,False,False,False,False,False
6,349199,Referente a los hermanos penosos he pedido ayuda y la habeis negado puedes decir lo que quieras ayudar no es tener lastima os habeis reido de mi y de él ,False,False,False,False,False,False
7,392208,Pedir ayuda fuera del foro bien a familiares o a profesionales ya que aqui ayudamos pero un apoyo fisico una presencia te ayudara muchisimo mas ,False,False,False,False,False,False
8,115986,el juego juego es y el que pueda jugar controladamente hace bien en emplear su dinero y su tiempo en lo que mejor le parezca pero el ludopata no puede jugar porque pierde todo control juega convulsivamente y deja otras actividades por el descontrol del juego no hay que demonizar al juego otro tema distinto es la agresividad que emplean los empresarios del juego para atraer clientes de todas folma ...,False,False,False,False,False,False
9,256531,La medida preventiva plantea llevar el dinero necesario ni me abusen del poder de hacer el control del dinero ni cedan a llevar un dinero que no sea necesario cuando hay otras soluciones y sobretodo NO PERMITAN QUE LA AUTOESTIMA Y EL CONCEPTO DE UNO MISMO ESTÉ CONDICIONADO POR EL DINERO QUE SE LLEVA ENCIMA O POR EL QUE SE PUEDA ACCEDER O POR EL QUE SE PUEDA ACUMULAR es darle demasiada cancha a la ...,False,False,False,False,False,False
10,353045,No te ha pedido ayuda pero tampoco te ha pedido dinero así que nuevamente estás de suerte ,False,False,True,False,False,False
11,96535,Has jugado alguna vez para obtener dinero para pagar deudas o resolver problemas financieros ,False,False,False,False,False,False
12,261911,Me queda una duda ,False,False,False,False,False,False
13,92954,Llegados a este punto estudio la norma administrativa para ver si mi joven cliente puede recuperar el dinero invertido en el juego tras su intento de recuperación y estando inscrito en el Registro y bajo tratamiento dinero que ilícitamente han obtenido los establecimientos de juego que le han permitido el acceso y facilitado el dinero causándole unos perjuicios tan graves tanto económicos como per...,False,False,True,False,False,False
14,180250,es decir hay que pagar para que alguien le ayude ,False,False,False,False,False,False
15,96540,Pediste prestado alguna vez para financiarte el juego ,False,False,False,False,False,False
16,6432,Evita pedir dinero a otras personas para pagarlas puesto que eso formaría un círculo vicioso nada positivo para tratar la ludopatía ,False,True,False,False,False,False
17,47138,Necesito el dinero como sea sino la deuda me aumentara y el coche necesito pagar la cuota ,True,False,False,False,False,False
18,412453,Por eso he pedido ayuda por eso no tengo mis tarjetas y tengo que pedir y explicar para qué es el dinero cuando lo necesito ,False,False,True,False,False,False
19,471337, Ha dependido usted en otras personas por ejemplo familia amigos o trabajo para que le provean dinero para cubrir sus deudas relacionadas con el juego ,True,False,False,False,False,False
20,238122,Mi nvio por fin a reconocido que tiene un problema con el juego es ludopata y me h pedid ayuda es un gran paso para e xq es una persona muy reservada slo ha sido capaz de cofesarmelo a mi tengo miedo de no poder ayudarle correctamente de momento lo unico que se nos ha ocurrido es que me dara su targeta su dinero y su cartilla con las contraseñas hasta que tenga autocontrol pro no se que mas puedo ...,False,False,True,False,False,False
21,436014,Por lo de mi hermano si me dice cuando juega por que no le queda otro remedio por que le cerre todos los caminos para sacar dinero aparte save que si a mi me la juega no le queda nadien mas que quiera ayudarle pero el save que si juega con el dinero que le doy para salir el fin de semana y se lo juega se queda sin salir por que no le doy mas y eso parece que le hace pensar un poco y parece que cad...,False,False,True,False,False,False
22,471345,Problemas con el dineroOtra manera de entender su juego es considerar el impacto financiero que tiene en usted ,False,False,False,False,False,False
23,471346,Muchos jugadores con problemas experimentan varios tipos de problemas con el dinero ,False,False,False,False,False,False
24,471348,Conteste las siguientes preguntas para ver si usted se ha encontrado en algunas situaciones financieras en las cuales muchos jugadores con problemas se han encontrado ,False,False,False,False,False,False
